Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar
7621,decoherence,Noun,The normal condition of sensitiveness in a coherer; reversion to such condition.," engineering, dated",,False,False,False,False
8533,decussant,Adjective,decussate," botany, dated",,False,False,False,False
9049,deeplier,Adverb,comparative form of deeply: more deeply," literary, dated",,False,False,False,False
9050,deepliest,Adverb,superlative form of deeply: most deeply," literary, dated",,False,False,False,False
9156,deers,Noun,"plural of deer 1984, Justin Wilson, Howard Jacobs, More Cajun Humor, page 79, Not dem kinda deers, dese de kine wit antling", dated or nonstandard,"She say, Im goin witcha. He say, I'll be damned, iss noting but a dirty ol men's camp an you cant go. Well, she bawled an squalled and raise some sand, but he went to hont dem deers. 1985, R.E.M., ""Cant Get There from Here"" from Fables of the Reconstruction ""Tris is sure to shirr the deers out"" 2001, William Arnett, Emmer Sewell, Paul Arnett, William Arnett (editors), Souls Grown Deep: African American Vernacular Art of the South, Volume 2, page 191, They there to scare the deers away from the garden. Deers, they slip in here at night and make a mess eating up things, she says. 2006, Phil Bowie, Guns[1], page 296:I thought he used to be a hunter or something, Hardin said. If you call shooting deers in some kind of deer zoo great sport, Sarah said.",False,False,False,False
10840,degree absolute,Noun,"The unit of temperature, the kelvin."," dated, before 1968",,False,False,False,False
10851,degree of frost,Noun,A temperature interval of one degree below the freezing point of water, dated,"1908 Jack London To Build a Fire It was seventy-five below zero. Since the freezing-point is thirty-two above zero, it meant that one hundred and seven degrees of frost obtained.",False,False,False,False
12029,deligate,Verb,To bind up; to bandage," surgery, dated, transitive","1851, The Medical examiner, and record of medical science: Volume 7 (page 322) Every one is aware of the uncertainty as well as great danger of the different cutting and deligating operations for the removal of this distressing infirmity.",False,False,False,False
12413,delphinic acid,Noun,valeric acid, dated,,False,False,False,False
12946,dementia praecox,Noun,schizophrenia," dated, psychiatry",,False,False,False,False
13233,demirep,Noun,A woman of doubtful reputation or suspected character; an adventuress," colloquial, dated","1749, Henry Fielding, Tom Jones, Folio Society 1973, page 569: he had no knowledge of that character which is vulgarly called a demirep; that is to say, a woman who intrigues with every man she likes, under the name and appearance of virtue [...] in short, whom everybody knows to be what nobody calls her. 1813, Leigh Hunt, in a journal article about the prince.(Chambers, R.. ""'The Book of Days': A miscellany of popular antiquities. Londres: W R Chambers, 1832."" Google Books): [] in short, this delightful, blissful, wise, pleasurable, honourable, virtuous, true, and immortal prince, was a violator of his word, a libertine, over head and ears in disgrace, a despiser of domestic ties, the companion of gamblers and demireps [] . 1822, Thomas de Quincey, Confessions of an English Opium-Eater: [] the greater part of our confessions (that is, spontaneous and extra-judicial confessions) proceed from demireps, adventurers, or swindlers [] . 1904, Oscar Wilde, The Ballad of Reading Gaol:With the mincing step of a demirep / Some sidled up the stairs [] . 1932, Duff Cooper, Talleyrand, Folio Society 2010, p. 65: In this new world, ruled by charlatans and dominated by demireps, Talleyrand may have found much to shock his sense of decorum, but little to outrage his moral standards.",False,False,False,False
13316,demiurgus,Noun,Alternative form of demiurge., chiefly dated,,False,False,False,False
13386,democrat wagon,Noun,A light flatbed farm wagon or ranch wagon that has two or more seats and is usually drawn by one or sometimes two horses.," US, dated",,False,False,False,False
13791,demotist,Noun,One versed in the ancient Egyptian demotic writing, dated,"Decipherment of Demotic Script: Egyptologists, linguists, and papyrologists specializing in the study of the Demotic script [] are known as Demotists.",False,False,False,False
13808,demountable,Adjective,Designed to be removed from the read mechanism.," computing, of a hard drive, dated",,False,False,False,False
14326,denial,Noun,A defense mechanism involving a refusal to accept the truth of a phenomenon or prospect," dated, psychology","2007 Feb. 11, ""No facts, just emotion,"" Washington Times (retrieved 11 June 2013): ""Denial"" came out of the therapyspeak prevalent in the middle of the 20th century, especially as it was applied to confronting the reality of mortality. It was popularized as the first stage of grief, and quickly expanded to include refusal to confront any bad news or disturbing ideas. He is in denial that he has a drinking problem.",False,False,False,False
14450,dennet,Noun,"A light, open, two-wheeled carriage for one horse; a kind of gig.", dated,,False,False,False,False
14816,dentiphone,Noun,"An instrument which, placed against the teeth, conveys sound to the auditory nerve; an audiphone", dated,(Can we find and add a quotation of Knight to this entry?),False,False,False,False
14824,dentistic,Adjective,Relating to dentistry or to dentists, dated,(Can we find and add a quotation of O. Henry to this entry?),False,False,False,False
15052,deoppilative,Noun,Any medicine that dissolves obstructions," medicine, dated",(Can we find and add a quotation of Harvey to this entry?),False,False,False,False
15677,dephlegmate,Verb,"To deprive of superabundant water, as by evaporation or distillation; to clear of aqueous matter; to rectify; used of spirits and acids."," chemistry, dated",,False,False,False,False
15859,deploy,Noun,deployment," military, dated",,False,False,False,False
16880,dereistic,Adjective,Not in accordance with reality.," psychiatry, dated",,False,False,False,False
16885,derelict,Noun,An abandoned or forsaken person; an outcast, dated,"1911 Arthur Conan Doyle, The Disappearance of Lady Frances Carfax (Norton 2005, p.1364): A rather pathetic figure, the Lady Frances, a beautiful woman, still in fresh middle age, and yet, by a strange chance, the last derelict of what only twenty years ago was a goodly fleet.",False,False,False,False
16979,deringer,Noun,Alternative spelling of derringer," dated, late 1800s",,False,False,False,False
17147,dermatic,Adjective,Of or relating to the skin; dermic., dated,,False,False,False,False
17364,dernier,Adjective,"Final, last", dated,"1617, [John Fletcher]; George, Duke of Buckingham [i.e., George Villiers, 2nd Duke of Buckingham], The Chances: A Comedy; as It is Acted at the Theatre-Royal. By His Grace the Duke of Buckingham, Author of The Rehearsal, in Two Plays Written by His Grace George Late Duke of Buckingham: viz. I. The Rehearsal; to which is Added the Key to It. And, II. The Chances. Being All that His Grace Ever Publishd. Corrected from the Errors of Former Editions, London: Printed by J. Darby for M. P. and sold by A. Bettesworth[], and F. Clay[], published 1723, OCLC 11689082, Act V, scene iii, page 157:Then as I'm a Chritian, I upect we have both been equally involv'd in the misfortune of a Mitake. Sir, I am in the dernier Confuion to avow, that tho my Daughter Contantia has been liable to everal Addrees; yet he never has had the Honour to be produc'd to his Grace. 1676, author uncertain; attributed to Nicholas Carey or Denzil Holles, 1st Baron Holles, Some Considerations upon the Question, whether the Parliament is Dissolved by Its Prorogation for 15 Months?, [s.l.: s.n.], OCLC 1015456457, section II, page 7:That thoe laws of Ed[ward] 3 for Annual Parliaments are pro bono publico [for the public good], and of the greatet concern to the Nation, beides they are made concerning the highet Court of Judicature, of the Dernier Reort, and which regulates and keeps all the ret in order, needs not a proof to any reaonable man. 1788 June, Richard Brinsley Sheridan, Mr. Sheridans Speech, on Summing Up the Evidence on the Second, or Begum Charge against Warren Hastings, Esq., Delivered before the High Court of Parliament, June 1788, in Select Speeches, Forensick and Parliamentary, with Prefatory Remarks by N[athaniel] Chapman, M.D., volume I, [Philadelphia, Pa.]: Published by Hopkins and Earle,[], published 1808, OCLC 230944105, page 474:The Begums' ministers, on the contrary, to extort from them the disclosure of the place which concealed the treasures, were, [] after being fettered and imprisoned, led out on to a scaffold, and this array of terrours proving unavailing, the meek tempered Middleton, as a dernier resort, menaced them with a confinement in the fortress of Chunargar. Thus, my lords, was a British garrison made the climax of cruelties! 1853 October 1, Art. I. State of Lunacy in England., in Forbes Winslow, editor, The Journal of Psychological Medicine and Mental Pathology, volume VI, number XXIV, London: John Churchill,[], OCLC 793593673, pages 475476:[T]he attention of the Board in New-street, Spring-gardens, was in vain called to the petinacious obstinacy of these justices, until, wearied with official correspondence, and ""having no reasonable expectation,"" they state, ""that any steps would be taken by the committee of visiting justices to the remedy of the manifest defects,"" upon which they had animadverted, they inform us that they had recourse to the dernier ressortan appeal to the Secretary of State [] 1913, Edward [Tyas] Cook, Foreign Travel: Egypt and Greece (18491850), in The Life of Florence Nightingale [] In Two Volumes, volume I (18201861), London: Macmillan and Co., Limited,[], OCLC 956533766, page 84:In the autumn of 1849 Mr. and Mrs. Bracebridge, who were to spend some months in the East, again proposed that Miss [Florence] Nightingale should travel with them, and again the offer was gladly accepted. Her sister was delighted. [] The sister reported to her friends that ""Flo had taken tea with the Bunsens to receive the dernier mot [last word] on Egyptology,"" and that she was going out ""laden with learned books."" 2009, Nicholas Royle, Last, in In Memory of Jacques Derrida, Edinburgh: Edinburgh University Press, ISBN, page 186:And of course what was there possibly to be said that hadn't already been said about the dernier mot or the last word or the afterword or postscript or any number of other equivalent terms, in an interminable logic of the supplement, by Jacques Derrida himself?",False,False,False,False
