0,1,10,11,12,13,14,15,16,17,2,3,4,5,6,7,8,9,Unnamed: 0,abbreviation,abbreviation_for_term,acronym,acronym_for_term,antonym,antonym_for_term,astrology,attribute,attributive_form,attributive_form_for_term,body,childish,colloquial,dated,definition,disease,domain,domain2,euphemistic,field,folklore,humorous,informal,jargon,literary,literature,main_noun_maria,main_noun_nltk,matter,measure,misspelling,misspelling_for_term,mythology,nonstandard,obsolete,offensive,plural,plural_for_term,pos,process,property,rare,role,slang,slur,supplementary_info,synonym,synonym_for_term,term,theology,units,vulgar
disease,,,,,,,,,,,,,,,,,,13453,False,,False,,False,,False,False,False,,False,False,False,False,"A spreading disease of the skin, particularly erysipelas.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,wildfire,False,False,False
disease,,,,,,,,,,,,,,,,,,13893,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of sheep, in which the intestines are distended with air, or rather affected with a violent inflammation",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,It occurs immediately after shearing.,False,,wind,False,False,False
disease,,,,,,,,,,,,,,,,,,15343,False,,False,,False,,False,False,False,,False,False,False,False,A disease in the feet of a horse or other animal.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,wire-heel,False,False,False
disease,,,,,,,,,,,,,,,,,,15382,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of cabbage, cauliflower, and related plants that is caused by a fungus Pellicularia filamentosa.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,wire stem,False,False,False
disease,,,,,,,,,,,,,,,,,,15756,False,,False,,False,,False,False,False,,False,False,False,False,A disease affecting the feet of cattle.,True, uncountable,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,wisp,False,False,False
disease,or,,,,,,,,,deformity,,,,,,,,15827,False,,False,,False,,False,False,False,,False,False,False,False,"A disease or deformity in a woody plant, typically a tree, where the natural structure of the plant is changed so that a dense mass of shoots grows from a single point.",True, phytopathology,False,False,False,False,False,False,False,False,False,,disease or deformity,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,witch's broom,False,False,False
disease,,,,,,,,,,,,,,,,,,16252,False,,False,,False,,False,False,False,,False,False,False,False,"A scalp disease similar to favus, characterised by hair loss and white crust",True, South Africa,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"1968, Microbiology Abstracts: Bacteriology - Volume 4:A report of eight cases of witkop (a disease affecting hairy skin on the scalp characterised by alopecia and the formation of thick white crusts on the affected scalp) in Bantus aged 18-20 years is given. 1970, British Journal of Venereal Diseases - Volumes 46-47, page 217:These two cases of witkop had a close resemblance to favus, but no evidence of fungus infection was found. 1974, SAMJ - Volume 48, Issues 53-63, page 2354:He was struck by the number of cases of tinea capitis that were seen during his visit, for scalp ringworm, sometimes covering almost the entire scalp, (witkop) is common among Transkeian children. 1978, Cutis - Volume 22, page 334:Another condition of the scalp is witkop. Small indurated papules covering the scalp develop into heaped-up crusts similar to those seen in secondary syphilis.",False,,witkop,False,False,False
disease,,,,,,,,,,,,,,,,,,16531,False,,False,,False,,False,False,False,,False,False,False,False,"A disease found in the African Pygmy domesticated hedgehog, characterized by vacuolization of the grey matter of the brain and spinal cord that leads to neurogenic muscle atrophy.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,wobbly hedgehog syndrome,False,False,False
lung,disease,,,,,,,,,,,,,,,,,17828,False,,False,,False,,False,False,False,,False,False,False,False,"A lung disease caused by the inhalation of wood dust, such as saw dust and sanding dust.",True, pathology,False,False,False,False,False,False,False,False,False,,lung disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,woodworker's lung,False,False,False
disease,,,,,,,,,,,,,,,,,,205,False,,False,,False,,False,False,False,,False,False,False,False,"A disease caused by infection by protozoa of the genus Babesia, normally transmitted by ticks",True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,babesiasis,False,False,False
disease,,,,,,,,,,,,,,,,,,210,False,,False,,False,,False,False,False,,False,False,False,False,"A malaria-like parasitic disease caused by Babesia, a genus of protozoa.",True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,babesiosis,False,False,False
disease,,,,,,,,,,,,,,,,,,5784,False,,False,,False,,False,False,False,,False,False,False,False,A disease of sheep; the rot.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,bane,False,False,False
disease,,,,,,,,,,,,,,,,,,8459,False,,False,,False,,False,False,False,,False,False,False,False,An infectious disease produced by bacteria of the genus Bartonella.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,bartonellosis,False,False,False
disease,,,,,,,,,,,,,,,,,,9034,False,,False,,False,,False,False,False,,False,False,False,False,A fungal disease caused by a fungus in the genus Basidiobolus.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,basidiobolomycosis,False,False,False
disease,bejel,,,,,,,,,,,,,,,,,15801,False,,False,,False,,False,False,False,,False,False,False,False,The disease bejel.,True,,False,False,False,False,False,False,False,False,False,,disease bejel,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,belesh,False,False,False
disease,,,,,,,,,,,,,,,,,,18460,False,,False,,False,,False,False,False,,False,False,False,False,"A chronic disease of the lungs, caused by inhalation of beryllium compounds.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,berylliosis,False,False,False
protozoan,disease,,,,,,,,,,,,,,,,,18823,False,,False,,False,,False,False,False,,False,False,False,False,A protozoan disease caused by infection with Besnoitia parasites.,True,,False,False,False,False,False,False,False,False,False,,protozoan disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,besnoitiosis,False,False,False
disease,schistosomiasis,,,,,,,,,,,,,,,,,22578,False,,False,,False,,False,False,False,,False,False,False,False,The parasitic disease schistosomiasis,True, pathology,False,False,False,False,False,False,False,False,False,,disease schistosomiasis,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,bilharzia,False,False,False
disease,or,,,,,,,,,abnormality,,,,,,,,22664,False,,False,,False,,False,False,False,,False,False,False,False,"Any disease or abnormality of the bile duct 2015, Veereshwar Bhatnagar, Surgical gastroenterology in children, in Journal of Indian Association of Pediatric Surgeons[1], volume 20, DOI:10.4103/0971-9261.159012:However, just when we started believing that medical management, pharmacological prophylaxis, and endoscopic procedures could reduce crowding in the pediatric surgical clinics, newer indications for surgical intervention, e.g",True, pathology,False,False,False,False,False,False,False,False,False,,disease or abnormality,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"portal biliopathy, have emerged.",False,,biliopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,28200,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of apples and pears, characterised by dark spots of dead cells, believed to be caused by calcium deficiency.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,bitter pit,False,False,False
disease,,,,,,,,,,,,,,,,,,28201,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of apples, caused by the fungus Glaeosporium fructigenum.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,bitter rot,False,False,False
spot,disease,,,,,,,,,,,,,,,,,28755,False,,False,,False,,False,False,False,,False,False,False,False,"A leaf spot disease of banana plants, caused by the ascomycete fungus Mycosphaerella fijiensis (anamorph: Pseudocercospora fijiensis).",True,,False,False,False,False,False,False,False,False,False,,spot disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,black Sigatoka,False,False,False
disease,,,,,,,,,,,,,,,,,,28812,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of corals, characterized by complete tissue degradation due to a pathogenic microbial consortium, and causing the coral to develop a black band.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,black band disease,False,False,False
disease,,,,,,,,,,,,,,,,,,28874,False,,False,,False,,False,False,False,,False,False,False,False,"A disease in turnips and other crops, produced by a species of caterpillar.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,black canker,False,False,False
disease,,,,,,,,,,,,,,,,,,29068,False,,False,,False,,False,False,False,,False,False,False,False,"The chronic disease of the lungs, pneumoconiosis, caused by the long-term inhalation of coal dust.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,black lung,False,False,False
disease,,,,,,,,,,,,,,,,,,29167,False,,False,,False,,False,False,False,,False,False,False,False,"A viral disease of bees, causing the queen larva to turn black and die.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,black queen cell virus,False,False,False
disease,,,,,,,,,,,,,,,,,,29187,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of grapevines, attacking the leaves and fruit, caused by the fungus Laestadia bidwellii.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,black rot,False,False,False
disease,,,,,,,,,,,,,,,,,,29188,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of wheat, in which a black, moist substance is deposited in the fissures of the grain.",True, phytopathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,black rust,False,False,False
disease,,,,,,,,,,,,,,,,,,29236,False,,False,,False,,False,False,False,,False,False,False,False,"A fungal disease among plants, particularly roses, that results in black spots on the leaves.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,black spot,False,False,False
